id_process;status;status_date;hashtags;id;url;title;description;upload_date;channel;duration;view_count;like_count;format;width;height;resolution;tbr;abr;acodec;vbr;fps;vcodec;container;filesize;filesize_approx;protocol;extractor;track;artist;genre;album;album_type;album_artist
10;Processed;20240406;#frevo;V4XWFfSJR1I;https://www.youtube.com/watch?v=V4XWFfSJR1I;Dança do Frevo (Básico);"vamos aprender Dança?! 
Acessibilidade.

Dança do Frevo (Básico I)
Música: Hino de Pernambuco 
cantor : Alceu Valença 
Instagram: @wivianytrindadel";20210131;Wiviany Trindade;42;394;6;136 - 1280x720 (720p);1280;720;;1536.539;;none;;25;avc1.64001f;mp4_dash;8112928;;http_dash_segments;youtube;;;;;;
11;Processed;20240406;#frevo;C9Jewso5gY4;https://www.youtube.com/watch?v=C9Jewso5gY4;Flaira - improviso de dança e frevo;Flaira e Zé Pitoco em improviso de música e dança no show de lançamento do disco Cordões Umbilicais. Instituto Brincante, outubro, 2015.;20151006;Flaira Ferro;347;63754;1900;137 - 1920x1080 (1080p);1920;1080;;1653.6;;none;;24;avc1.640028;mp4_dash;71710242;;http_dash_segments;youtube;;;;;;
12;Processed;20240406;#frevo;MLksVSxJq_E;https://www.youtube.com/watch?v=MLksVSxJq_E;Coreografia do frevo Voltei Recife | Cia arte popular;;20220101;Diário On-line;157;16751;295;137 - 1920x1080 (1080p);1920;1080;;3703.901;;none;;30;avc1.640028;mp4_dash;72873794;;http_dash_segments;youtube;;;;;;
13;Processed;20240406;#frevo;YDinGi2crCU;https://www.youtube.com/watch?v=YDinGi2crCU;Aprenda a dançar frevo;Falta pouco mais de um mês para o Carnaval 2018. Se você ainda não aprendeu a frevar, presta atenção no passo a passo desta aula.;20180118;RioMar Recife;133;36020;579;137 - 1920x1080 (1080p);1920;1080;;3730.308;;none;;24;avc1.640028;mp4_dash;62077934;;http_dash_segments;youtube;;;;;;
14;Processed;20240406;#frevo;GfqLfKFAwVk;https://www.youtube.com/watch?v=GfqLfKFAwVk;Que saudade desse frevo - 2º Lugar Festival de dança de Petrópolis - Setembro/2015;Coreografia de Priscila Ferraz - Projeto Arte com Visão;20150929;INSTITUTOMUNDONOVO;246;100881;1000;137 - 1920x1080 (1080p);1920;1080;;2428.64;;none;;30;avc1.640028;mp4_dash;74745049;;http_dash_segments;youtube;;;;;;
15;Processed;20240406;#frevo;GU3IeOMqTTg;https://www.youtube.com/watch?v=GU3IeOMqTTg;FREVO - ORIGEM, CARACTERÍSTICAS E TIPOS - UMA DANÇA TÍPICA BRASILEIRA [CURIOSIDADES];"O Frevo nasceu no Recife, capital de Pernambuco, misturando marcha, maxixe e elementos da capoeira. Surgiu no final do século XIX, mas desde 2012 é do mundo inteiro quando foi considerado pela UNESCO como Patrimônio Cultural Imaterial da Humanidade.

🔴 Link para inscrever-se no canal:   
https://www.youtube.com/c/BisnagasKidsOficial

🔔 Obrigado por assistirem nossos vídeos!

Se gostou já deixe seu LIKE e se inscreva no canal para não perder os próximos vídeos:

#frevo #frevoorigem #frevocarnaval #carnaval #carnavaldepernambuco #carnavalderecife #bisnagaskids #carnavaldobrasil #frevocaracteristicas @dancatipica #carnavalfrevo #dança #dancatipica";20230205;Bisnagas Flix;210;9428;161;137 - 1920x1080 (1080p);1920;1080;;3910.637;;none;;30;avc1.640028;mp4_dash;102637615;;http_dash_segments;youtube;;;;;;
16;Processed;20240406;#frevo;kvi2HHGiBKU;https://www.youtube.com/watch?v=kvi2HHGiBKU;FREVO - CARNAVAL 2020;"O #frevo é um ritmo musical e uma dança brasileira com origem no estado de Pernambuco. Sua música baseia-se na fusão de gêneros como marcha, maxixe, dobrado e polca, e sua dança foi influenciada pela capoeira.

Foi declarado #Patrimônio Imaterial da Humanidade pela UNESCO no ano de 2012, sob a designação ""Frevo: Arte do Espetáculo do Carnaval do #Recife"".

Origem

Surgido em #Pernambuco no fim do século XIX, o frevo caracteriza-se pelo ritmo extremamente acelerado. Muito executado durante o carnaval, eram comuns conflitos entre blocos de frevo, em que capoeiristas saíam à frente dos seus blocos para intimidar blocos rivais e proteger seu grupo.

O frevo é uma criação de compositores de música ligeira, feita para o carnaval para proporcionar mais animação nos folguedos. Com o decorrer do tempo, o frevo ganhou características próprias.

Dança

A #capoeira, que, considera-se, surgiu no Quilombo dos Palmares (situado na então Capitania de Pernambuco), influenciou diretamente as origens do frevo.[2][3]
Da junção da capoeira com o ritmo do frevo nasceu o passo, a dança do frevo foi utilizada inicialmente como armas de defesa dos passistas que remetem diretamente a luta, resistência e camuflagem, herdada da capoeira e dos capoeiristas, que faziam uso de porretes ou cabos de velhos guarda-chuvas como arma contra grupos rivais. Foi da necessidade de imposição e do nacionalismo exacerbado no período das revoluções Pernambucanas que foi dada a representação da vontade de independência e da luta na dança do frevo.

A dança do frevo pode ser de duas formas: quando a multidão dança, ou quando passistas realizam os passos mais difíceis, de forma acrobática durante o percurso. O frevo possui mais de 120 passos catalogados.
Os músculos mais requisitados do frevo são os das pernas e do abdômen.

O frevo na Bahia

A presença do clube carnavalesco pernambucano Vassourinhas no carnaval de Salvador, em 1951, insipirou os baianos Dodô e Osmar a tocarem o frevo num instrumento por eles inventado, o pau elétrico - que viria a ser conhecido como guitarra baiana -, em cima de um Ford 1929 (a famosa Fobica), dando origem ao trio elétrico[12].

O frevo elétrico, executado através da guitarra baiana, também ficou conhecido como frevo baiano, e desde os anos 1950 até os anos 1980 foi um dos gêneros musicais protagonistas do carnaval soteropolitano e da música baiana de modo geral, tendo sido bastante executado por músicos e bandas como Caetano Veloso, Moraes Moreira, Armandinho, Pepeu Gomes e Novos Baianos, bem como por blocos de trio como Papa Léguas, Camaleão, Beijo e Cheiro de Amor[13].

No final dos anos 1980, o frevo elétrico se misturaria ao samba-reggae e outros ritmos afrobaianos, afrobrasileiros e caribenhos, dando origem à axé music[14].

Nas décadas de 2000 e 2010, o frevo elétrico volta a ocupar uma posição de destaque nos trabalhos de bandas soteropolitanas como BaianaSystem[15] e Retrofoguetes, com seu projeto paralelo Retrofolia 

Fonte: Wikipédia
https://pt.wikipedia.org/wiki/Frevo";20200228;PHOENIX1423;48;633;8;137 - 1920x1080 (1080p);1920;1080;;4475.872;;none;;25;avc1.640028;mp4_dash;26586682;;http_dash_segments;youtube;;;;;;
17;Processed;20240406;#frevo;X8Q8eQtjtVE;https://www.youtube.com/watch?v=X8Q8eQtjtVE;A mega performance da passista pernambucana Camilla Santana - Frevo Mulher;Passista pernambucana Camilla Santana - Frevo Mulher. Vídeo gravado em 08/12/2017.;20171227;A VAIDOSA;217;56392;1000;137 - 1920x1080 (1080p);1920;1080;;4585.994;;none;;30;avc1.640028;mp4_dash;124509181;;http_dash_segments;youtube;;;;;;
18;Processed;20240406;#frevo;bxoeI3RHmdw;https://www.youtube.com/watch?v=bxoeI3RHmdw;Escola de Frevo - Festival de Dança;"INSCREVA-SE / COMPARTILHE / DEIXE SEU COMENTÁRIO
Apresentação da Escola de Frevo do Recife na abertura do 24º Festival de Dança do Recife no Teatro Santa Isabel.";20191105;Entre Coletivo;746;3803;124;137 - 1920x1080 (1080p);1920;1080;;3212.961;;none;;30;avc1.640028;mp4_dash;299760431;;http_dash_segments;youtube;;;;;;
19;Processed;20240406;#frevo;lzEpkl8Fhck;https://www.youtube.com/watch?v=lzEpkl8Fhck;Solo de Frevo - Jeci Oliveira;"Vídeo produzido no Paço Alfândega Shopping, em Recife-PE.
Passista: Jecilene de Oliveira 
Canção: Cocada (Frevo de Rua de Lourival Oliveira)";20200124;Jecilene de Oliveira;59;3516;36;137 - 1920x1080 (1080p);1920;1080;;4216.223;;none;;30;avc1.640028;mp4_dash;31041416;;http_dash_segments;youtube;;;;;;
20;Processed;20240406;#frevo;2nJlaHlo81I;https://www.youtube.com/watch?v=2nJlaHlo81I;Balé Origens 20 anos - Frevo - Vassourinha;"Show de 20 anos - Coreografia parte do quadro de Frevo.
Música: Frevo Vassourinha
Imagem: Toccanto Produções Audiovisuais.";20161003;BaleOrigens;117;17899;150;137-dash - 1440x1080 (DASH video);1440;1080;;3864.627;;none;;30;avc1.640028;mp4_dash;52214252;;http_dash_segments;youtube;;;;;;
21;Processed;20240406;#frevo;Ue-Ap47MADY;https://www.youtube.com/watch?v=Ue-Ap47MADY;FREVO MULHER - ORQUESTRA ARTE JOVEM 2021;"Concerto realizado em setembro de 2021 no teatro da Caixa Cultural Brasília.
Música: Zé Ramalho
Arranjo:  Ewerton Luiz
Regência: Maestro Júnior

Patrocinador Máster: Caixa Econômica Federal
Apoio: Secretaria de Cultura do Distrito Federal,  Clínica Doutor Certo, Colégio Vencer, Real Expresso e Expresso Guanabara";20220115;Projeto Musical Arte Jovem;199;27427;562;137 - 1920x1080 (1080p);1920;1080;;4345.203;;none;;30;avc1.640028;mp4_dash;107959307;;http_dash_segments;youtube;;;;;;
22;Processed;20240406;#frevo;n09Figp0QAk;https://www.youtube.com/watch?v=n09Figp0QAk;Arte e Movimento Centro de Dança - Frevo Mulher(es) | 38º Festival de Dança de Joinville;"Mostra Competitiva
2ª Noite - Danças Populares Brasileiras

Grupo: Arte e Movimento Centro de Dança
Coreografia: Frevo Mulher(es)
Coreógrafo(a): Ana Gabriela Torres
Categoria: Júnior
Gênero: Danças Populares Brasileiras
Subgênero: Conjunto

Release: Composição de elementos da dança frevo e a dança afro que são a nascente da dança popular no Brasil.

38º Festival de Dança de Joinville
De 5 a 16 de outubro de 2021";20220210;Festival de Dança de Joinville;279;586;14;137 - 1920x1080 (1080p);1920;1080;;1499.453;;none;;30;avc1.640028;mp4_dash;52212089;;http_dash_segments;youtube;;;;;;
23;Processed;20240406;#frevo;cBv4MkFJe3U;https://www.youtube.com/watch?v=cBv4MkFJe3U;Faustão Dança das Feras Frevo Daniel Norton e Paula Santos;;20220203;Daniel Norton;122;353;10;137 - 1920x1080 (1080p);1920;1080;;4720.42;;none;;30;avc1.640028;mp4_dash;71703781;;http_dash_segments;youtube;;;;;;
24;Processed;20240406;#frevo;TD93LFHnIRI;https://www.youtube.com/watch?v=TD93LFHnIRI;FREVO EM RECIFE - ESPETÁCULO - ENTRE RUAS;Espetáculo de Frevo Entre Ruas realizado no Recife.;20190219;Anderson Falcão;225;355;11;137 - 1920x1080 (1080p);1920;1080;;4464.485;;none;;24;avc1.640028;mp4_dash;125712090;;http_dash_segments;youtube;;;;;;
25;Processed;20240406;#frevo;I01aa3xbM9k;https://www.youtube.com/watch?v=I01aa3xbM9k;VIVIANE ARAÚJO E MARCELO GRAJEIRO DANÇANDO FREVO;;20151122;Luiz Soares;52;10238;63;137 - 1920x1080 (1080p);1920;1080;;4323.995;;none;;30;avc1.640028;mp4_dash;27961659;;http_dash_segments;youtube;;;;;;
26;Processed;20240406;#frevo;I58rRto4Tp8;https://www.youtube.com/watch?v=I58rRto4Tp8;FREVO | Concurso de Passistas de Frevo do Recife 2024 - Categoria: masculino adulto;"E o frevo segue NA PONTA DO PÉ! Confiram a cobertura do Concurso de passista de frevo do Recife 2024 (categoria: masculino adulto)! 

🏆 O primeiro lugar ficou com Eliseu Nascimento e o segundo foi para Fabrício Fábio Adelino (o primeiro e o segundo mostrados neste vídeo, respectivamente). 

As apresentações contaram com música ao vivo, da Orquestra Botelho Frevo e Folia!  

Todos os passistas presentes neste vídeo: 
00:00 Eliseu Nascimento (campeão)
02:15 Fábio Fabrício Adelino (vice-campeão)
04:24 Bruno Felipe Gonçalves dos Santos 
06:27 Éverton José de Souza 
08:06 Marcus Vinícius 
09:14 Allan Marllon do Nascimento 
11:21 Dayvison Oliveira da Silva
13:03 Shermisson Henrique da Silva 

IMAGENS E EDIÇÃO: 
Maíra Passos/#NaPontadoPÉ 

SITE NA PONTA DO PÉ:
https://www.napontadope.com/

INSTAGRAM (@canalnapontadope):  
https://www.instagram.com/canalnapontadope

* Para compartilhar este vídeo, use o link! =) Não faça o download para reproduzir em outras mídias, sem autorização. Direitos  reservados. 

#Frevo #Dança #DançaPopular #Recife";20240130;Na Ponta do PÉ;851;996;41;137 - 1920x1080 (1080p);1920;1080;;4185.419;;none;;30;avc1.640028;mp4_dash;445066496;;http_dash_segments;youtube;;;;;;
27;Processed;20240406;#frevo;eqOKtu2sF6U;https://www.youtube.com/watch?v=eqOKtu2sF6U;Flaira Ferro em FREVO PRA DANÇAR O ANO TODO - Ao vivo em 2015;Flaira Ferro, essa beleza de pessoa, de artista, de cantora, de compositora e minha passista de frevo preferida. Orgulho pernambucano!;20230313;Abílio Neto;107;902;35;136 - 1280x720 (720p);1280;720;;2083.27;;none;;24;avc1.64001f;mp4_dash;27793687;;http_dash_segments;youtube;;;;;;
28;Processed;20240406;#frevo;8nLQQ7ZXGQ8;https://www.youtube.com/watch?v=8nLQQ7ZXGQ8;Concurso de passista de frevo 2019 - Bruna Renata;"Com esse solo Bruna Renata foi o 2º lugar na categoria Adulto Feminino do Concurso de Passista de Frevo do Recife em 2019!

Você encontra ela no instagram: @bhrunnarenata 

✅  OFICINAS DE FREVO MEXE COM TUDO: https://goo.gl/rnRGXD

😄😄 CONTEÚDO GRATUITO SOBRE FREVO: 
Youtube: https://goo.gl/pNWFKb
Instagram: https://goo.gl/C1iFiw
Facebook: https://goo.gl/g7eUUi

✔ Assista também ✔
👉 Frevo e política: como o frevo se tornou ícone de Pernambuco?https://youtu.be/3qfBmflyZRo
👉 Saiba por que você tem vergonha de dançar frevo
https://goo.gl/Z9wTKW
👉 A história da sombrinha de frevo! 
https://youtu.be/mkMs7npkbTE

#concursodepassista #carnaval2019 #mexecomtudo";20190223;Mexe com Tudo;121;2630;71;137 - 1920x1080 (1080p);1920;1080;;4534.093;;none;;24;avc1.640028;mp4_dash;68362794;;http_dash_segments;youtube;;;;;;
29;Processed;20240406;#frevo;QjNGtjmyQ5c;https://www.youtube.com/watch?v=QjNGtjmyQ5c;"Frevo. Coreografia: "" O beabá do frevo"". Cia Ronaldo Rodrigues Master 2020.";;20200910;Ronaldo Rodrigues da Luz;133;451;17;137 - 1920x1080 (1080p);1920;1080;;3570.173;;none;;30;avc1.640028;mp4_dash;59413042;;http_dash_segments;youtube;;;;;;
30;Processed;20240406;#frevo;1yYntpEbJho;https://www.youtube.com/watch?v=1yYntpEbJho;Frevo e Coco - Oré Anacã;IV Encontro Nacional Universitário de Danças Populares - ENUDP - Cuiabá - MT;20151109;Danças Brasileiras;463;3150;33;136 - 1280x720 (720p);1280;720;;2003.407;;none;;25;avc1.64001f;mp4_dash;115907145;;http_dash_segments;youtube;;;;;;
31;Processed;20240406;#frevo;M7t9-ozjnEU;https://www.youtube.com/watch?v=M7t9-ozjnEU;JEHF ROSA canta FREVO - Flor Ribeirinha Dança.;"Cantando, interpretando o FREVO com as canções do grandioso compositor Alceu Valença:
Voltei Recife e
Bom demais 
Coreografia Renan Ramos e Avinner Augusto.
No Festival Europeu de Folklore em NEUSTADT in hostein na Alemanha.";20190803;JEHFF ROSA;374;1458;33;137 - 1920x932 (1080p);1920;932;;3690.486;;none;;30;avc1.640028;mp4_dash;172453187;;http_dash_segments;youtube;;;;;;
32;Processed;20240406;#frevo;5gmWRD5ox5Y;https://www.youtube.com/watch?v=5gmWRD5ox5Y;Dance Carnival Frevo(dança de frevo carnaval);Olá!! O nome da criança que está dançando é Shermeson Henrique, tem 10 anos de idade , dança frevo desde os 3 anos , aprendeu frevo sozinho e com 8 anos foi para escola de frevo!;20160124;Mº Clara Brito;179;285;5;136 - 1280x720 (720p);1280;720;;1529.823;;none;;30;avc1.64001f;mp4_dash;34209151;;http_dash_segments;youtube;;;;;;
33;Processed;20240406;#frevo;xu9iZA0J7rg;https://www.youtube.com/watch?v=xu9iZA0J7rg;Espaço Dance - Coreografia: Frevo Mulher;"Musica: Frevo Mulher
Artista: Banda Calypso
Coreografia: Graça Silva";20170301;Gracy;173;28653;420;136 - 1280x720 (720p);1280;720;;807.542;;none;;24;avc1.4d401f;mp4_dash;17429997;;http_dash_segments;youtube;;;;;;
34;Processed;20240406;#frevo;wMuJ02ksp14;https://www.youtube.com/watch?v=wMuJ02ksp14;Cia de Frevo do Recife na Mostra Brasileira de Dança;;20160805;Mayryjane;869;2578;45;137 - 1920x1080 (1080p);1920;1080;;2951.584;;none;;25;avc1.640028;mp4_dash;320461662;;http_dash_segments;youtube;;;;;;
35;Processed;20240406;#frevo;ohUUljo_gHk;https://www.youtube.com/watch?v=ohUUljo_gHk;Frevo de rua pelas ruas do Recife Antigo;"Filmado à mão livre no dia 27 de julho de 2014 pelas ruas do Recife Antigo.
Clique no ícone da engrenagem e escolha 720p para uma melhor definição de imagem.
O nome deste Frevo é  ""Frevo dos Motoristas""  composição do Maestro Nunes.
Dê dois cliques na imagem para ver em tela cheia.";20150126;Arnaldo Temporal;287;140652;651;136 - 1280x720 (720p);1280;720;;2303.219;;none;;30;avc1.4d401f;mp4_dash;82460727;;http_dash_segments;youtube;;;;;;
36;Processed;20240406;#frevo;vwto-Pi6-m4;https://www.youtube.com/watch?v=vwto-Pi6-m4;Studio Compasso de Dança: É frevo meu bem! - 3º Lugar - Passo de Arte Internacional 2018;"Trio Avançado - Estilo Livre
3º Lugar no Passo de Arte internacional 2018
indaiatuba - SP 
Bailarinos: Jéssica Ferreira, Hálison Santana e Angélica Soares
Coreógrafa: Jéssica Ferreira";20180716;Studio Compasso de Dança;227;465;11;136 - 1280x720 (720p);1280;720;;1230.63;;none;;30;avc1.64001f;mp4_dash;34852384;;http_dash_segments;youtube;;;;;;
37;Processed;20240406;#frevo;6iB4W9FAPeU;https://www.youtube.com/watch?v=6iB4W9FAPeU;Dança Frevo Tanzfest 2014 - Frevo;"Choreograph: Carlos Frevo
Tanzgruppe: Locomotiva do Frevo e.V.
www.carlosfrevo.de
www.tanzstudio-danca-frevo.de";20150226;Dança Frevo - Cultural Events;230;206;2;137 - 1920x1080 (1080p);1920;1080;;2455.547;;none;;30;avc1.640028;mp4_dash;70534381;;http_dash_segments;youtube;;;;;;
