id_process;status;status_date;hashtags;id;url;title;description;upload_date;channel;duration;view_count;like_count;format;width;height;resolution;tbr;abr;acodec;vbr;fps;vcodec;container;filesize;filesize_approx;protocol;extractor;track;artist;genre;album;album_type;album_artist
14;Downloaded;20240324; #breakdance;N5Qu7t4Mb4I;https://www.youtube.com/watch?v=N5Qu7t4Mb4I;B-Boy Mounir vs B-Boy Hong 10 | Final | Red Bull BC One World Final 2013;"Watch the final battle as B-Boy Mounir takes on  B-Boy Hong 10 one-on-one at the 2013 Red Bull BC One World Final in Seoul
► Click to Subscribe to BC One: http://win.gs/SubtoBCOne

----

Red Bull BC One is the biggest one-on-one Breaking competition in the world. Every year, thousands of dancers across the globe vie for a chance to represent at the World Final. Sixteen B-Boys & B-Girls earn the right to enter into an all-out battle on the Red Bull BC One stage, but only one will be crowned the champion.

Facebook: https://win.gs/BC-One-FB

Twitter: https://win.gs/BC-One-Twitter

Instagram: https://win.gs/BC-One-IG

#redbullbcone #bboymounir #bboyhong10";20131201;Red Bull BC One;489;3958059;;137 - 1920x1080 (1080p);1920;1080;;3493.21;;none;;30;avc1.640028;mp4_dash;213677483;;http_dash_segments;youtube;;;;;;
15;Downloaded;20240324; #breakdance;J81VYjZvg80;https://www.youtube.com/watch?v=J81VYjZvg80;Hong 10 vs Menno - Battle 8 - Red Bull BC One World Final 2013 Seoul;"► PROGRAMMING ALERT: Watch the Bonnaroo 2016 REPLAY here: http://win.gs/Bonnaroo16
Watch as champion Hong 10 takes on B-Boy Menno in the 2013 World Finals of the Red Bull BC One in Seoul
________________________________________­­____________

Experience the world of Red Bull like you have never seen it before. Music, dance, and culture collide to form the Red Bull Music channel.

Red Bull on Facebook: http://win.gs/redbullfb

Red Bull on Twitter: http://win.gs/redbulltwitter

Subscribe to Red Bull on Youtube:
http://win.gs/SubToRedBullMusic";20131201;Red Bull BC One;315;1313627;;137 - 1920x1080 (1080p);1920;1080;;3198.397;;none;;30;avc1.640028;mp4_dash;125915710;;http_dash_segments;youtube;;;;;;
16;Downloaded;20240324; #breakdance;AWyphq2wobE;https://www.youtube.com/watch?v=AWyphq2wobE;Mounir vs Gravity - Quarter Finals - Red Bull BC One World Final 2013 Seoul;"Get more BC One here: http://redbullbcone.com
Watch as last year's winner Mounir takes on B-boy Gravity in the Quarterfinals of the 2013 Red Bull BC One world finals in Seoul.
____________________________________________________

Experience the world of Red Bull like you have never seen it before. Music, dance, and culture collide to form the Red Bull Music channel. 

Red Bull on Facebook: http://win.gs/redbullfb

Red Bull on Twitter: http://win.gs/redbulltwitter

Subscribe to Red Bull on Youtube:
http://win.gs/SubToRedBullMusic";20131201;Red Bull BC One;210;337406;;137 - 1920x1080 (1080p);1920;1080;;3196.5;;none;;30;avc1.640028;mp4_dash;83765094;;http_dash_segments;youtube;;;;;;
17;Downloaded;20240324; #breakdance;w9Kyhjk6uSk;https://www.youtube.com/watch?v=w9Kyhjk6uSk;B-Boy Taisuke vs B-Boy Lilou | Red Bull BC One World Final 2013;"Two time defending Red Bull BC One champion B-Boy Lilou takes on veteran B-Boy Taisuke in round 1 of the Red Bull BC One World Finals 2013 in Seoul
► Click to Subscribe to BC One: http://win.gs/SubtoBCOne

----

Red Bull BC One is the biggest one-on-one Breaking competition in the world. Every year, thousands of dancers across the globe vie for a chance to represent at the World Final. Sixteen B-Boys & B-Girls earn the right to enter into an all-out battle on the Red Bull BC One stage, but only one will be crowned the champion.

Facebook: https://win.gs/BC-One-FB

Twitter: https://win.gs/BC-One-Twitter

Instagram: https://win.gs/BC-One-IG

#redbullbcone #lilou #taisuke";20131201;Red Bull BC One;247;1402307;;137 - 1920x1080 (1080p);1920;1080;;3064.097;;none;;30;avc1.640028;mp4_dash;94557652;;http_dash_segments;youtube;;;;;;
18;Downloaded;20240324; #breakdance;hF_jFEvaWo4;https://www.youtube.com/watch?v=hF_jFEvaWo4;B-Boy Mounir vs B-Boy Lilou | Semifinal | Red Bull BC One World Final 2013;"Watch as B-Voy Mounir goes head to head with two time world champion B-Boy Lilou in the semifinals of the Red Bull BC One World Finals in Seoul
► Click to Subscribe to BC One: http://win.gs/SubtoBCOne

----

Red Bull BC One is the biggest one-on-one Breaking competition in the world. Every year, thousands of dancers across the globe vie for a chance to represent at the World Final. Sixteen B-Boys & B-Girls earn the right to enter into an all-out battle on the Red Bull BC One stage, but only one will be crowned the champion.


Facebook: https://win.gs/BC-One-FB

Twitter: https://win.gs/BC-One-Twitter

Instagram: https://win.gs/BC-One-IG

#redbullbcone #mounir #lilou";20131201;Red Bull BC One;375;2488917;;137 - 1920x1080 (1080p);1920;1080;;3153.707;;none;;30;avc1.640028;mp4_dash;147846184;;http_dash_segments;youtube;;;;;;
19;Downloaded;20240324; #breakdance;ER_MI5KWckY;https://www.youtube.com/watch?v=ER_MI5KWckY;Roxrite vs Arex - Battle 1 - Red Bull BC One World Final 2013 Seoul;"Get more BC One HERE: http://redbullbcone.com
Roxrite takes on Arex in the first round of the Red Bull BC One World Finals in South Korea.
____________________________________________________

Experience the world of Red Bull like you have never seen it before. Music, dance, and culture collide to form the Red Bull Music channel. 

Red Bull on Facebook: http://win.gs/redbullfb

Red Bull on Twitter: http://win.gs/redbulltwitter

Subscribe to Red Bull on Youtube:
http://win.gs/SubToRedBullMusic";20131201;Red Bull BC One;223;154762;;137 - 1920x1080 (1080p);1920;1080;;2977.767;;none;;30;avc1.640028;mp4_dash;82827335;;http_dash_segments;youtube;;;;;;
20;Downloaded;20240324; #breakdance;2j3UEJGUHC0;https://www.youtube.com/watch?v=2j3UEJGUHC0;Wing vs Nori - Battle 5 - Red Bull BC One World Final 2013 Seoul;"Get more BC One here: http://redbullbcone.com
Watch as B-Boy Wing goes head to head with B-Boy Nori in the 2013 Red Bull BC One World Finals in Seoul.
____________________________________________________

Experience the world of Red Bull like you have never seen it before. Music, dance, and culture collide to form the Red Bull Music channel. 

Red Bull on Facebook: http://win.gs/redbullfb

Red Bull on Twitter: http://win.gs/redbulltwitter

Subscribe to Red Bull on Youtube:
http://win.gs/SubToRedBullMusic";20131201;Red Bull BC One;255;322950;;137 - 1920x1080 (1080p);1920;1080;;3293.502;;none;;30;avc1.640028;mp4_dash;104906702;;http_dash_segments;youtube;;;;;;
21;Downloaded;20240324; #breakdance;z_713w5z1QQ;https://www.youtube.com/watch?v=z_713w5z1QQ;Lilou vs Roxrite - Quarter Finals - Red Bull BC One World Final 2013 Seoul;"► PROGRAMMING ALERT: Watch the Bonnaroo 2016 REPLAY here: http://win.gs/Bonnaroo16
Watch as two time defending champ, Lilou, takes on 2011's champion Roxrite at the 2013 Quarter Finals of Red Bull BC One World Finals in Seoul
________________________________________­­____________

Experience the world of Red Bull like you have never seen it before. Music, dance, and culture collide to form the Red Bull Music channel.

Red Bull on Facebook: http://win.gs/redbullfb

Red Bull on Twitter: http://win.gs/redbulltwitter

Subscribe to Red Bull on Youtube:
http://win.gs/SubToRedBullMusic";20131201;Red Bull BC One;210;489756;;137 - 1920x1080 (1080p);1920;1080;;3361.944;;none;;30;avc1.640028;mp4_dash;88367033;;http_dash_segments;youtube;;;;;;
22;Downloaded;20240324; #breakdance;-mT5x-j_TpI;https://www.youtube.com/watch?v=-mT5x-j_TpI;Wing vs Robin - Quarter Finals - Red Bull BC One World Final 2013 Seoul;"Get more BC One here: http://redbullbcone.com
Check out the quarter finals of the 2013 Red Bull BC One World Finals in Seoul, as B-boy Wing takes on B-boy Robin one-on-one
____________________________________________________

Experience the world of Red Bull like you have never seen it before. Music, dance, and culture collide to form the Red Bull Music channel. 

Red Bull on Facebook: http://win.gs/redbullfb

Red Bull on Twitter: http://win.gs/redbulltwitter

Subscribe to Red Bull on Youtube:
http://win.gs/SubToRedBullMusic";20131201;Red Bull BC One;216;239799;;137 - 1920x1080 (1080p);1920;1080;;3349.523;;none;;30;avc1.640028;mp4_dash;90206008;;http_dash_segments;youtube;;;;;;
23;Downloaded;20240324; #breakdance;IzgPV9TpX64;https://www.youtube.com/watch?v=IzgPV9TpX64;B-Boy Lilou vs B-Boy Alkolil | Red Bull BC One World Final 2014;"B-Boy Alkolil takes on B-Boy Lilou in the 4th round of the Red Bull BC One World Finals in Paris.

► Click to Subscribe to BC One: http://win.gs/SubtoBCOne

----

Red Bull BC One is the biggest one-on-one Breaking competition in the world. Every year, thousands of dancers across the globe vie for a chance to represent at the World Final. Sixteen B-Boys & B-Girls earn the right to enter into an all-out battle on the Red Bull BC One stage, but only one will be crowned the champion.

Facebook: https://win.gs/BC-One-FB

Twitter: https://win.gs/BC-One-Twitter

Instagram: https://win.gs/BC-One-IG

#redbullbcone #bboyalcolil #bboylilou";20141129;Red Bull BC One;207;3853766;;137 - 1920x1080 (1080p);1920;1080;;4079.906;;none;;25;avc1.640028;mp4_dash;105730787;;http_dash_segments;youtube;;;;;;
24;Downloaded;20240324; #breakdance;t2GNNnXEWFY;https://www.youtube.com/watch?v=t2GNNnXEWFY;Wing vs Tonio - Battle 8 - Red Bull BC One World Final 2014 Paris;"Get more Red Bull BC One here: http://redbullbcone.com
Wing takes on Tonio in the 8th round of the Red Bull BC One World Finals in Paris.

Experience the world of Red Bull like you have never seen it before. Music, dance, and culture collide to form the Red Bull Music channel. 

Red Bull on Facebook: http://win.gs/redbullfb

Red Bull on Twitter: http://win.gs/redbulltwitter

Subscribe to Red Bull on Youtube:
http://win.gs/SubToRedBullMusic";20141129;Red Bull BC One;213;358979;;137 - 1920x1080 (1080p);1920;1080;;4455.733;;none;;25;avc1.640028;mp4_dash;118767585;;http_dash_segments;youtube;;;;;;
25;Downloaded;20240324; #breakdance;JNHbKAR2YvU;https://www.youtube.com/watch?v=JNHbKAR2YvU;Menno vs Alcolil - Semi Final - Red Bull BC One World Final 2014 Paris;"Get more Red Bull BC One here: http://redbullbcone.com
Menno takes on Alcolil in the Semi Final of the Red Bull BC One World Finals in Paris.

Experience the world of Red Bull like you have never seen it before. Music, dance, and culture collide to form the Red Bull Music channel. 

Red Bull on Facebook: http://win.gs/redbullfb

Red Bull on Twitter: http://win.gs/redbulltwitter

Subscribe to Red Bull on Youtube:
http://win.gs/SubToRedBullMusic";20141129;Red Bull BC One;236;207527;;137 - 1920x1080 (1080p);1920;1080;;4367.026;;none;;25;avc1.640028;mp4_dash;128718120;;http_dash_segments;youtube;;;;;;
26;Downloaded;20240324; #breakdance;YSSAzuoG_rQ;https://www.youtube.com/watch?v=YSSAzuoG_rQ;Luan vs Taisuke - Battle 7 - Red Bull BC One World Final 2014 Paris;"► Watch the full replay of the BC One World Final 2016: http://win.gs/BCOneFinals
Laun takes on Taisuke in the 7th round of the Red Bull BC One World Finals in Paris.

Experience the world of Red Bull like you have never seen it before. Music, dance, and culture collide to form the Red Bull Music channel.

Red Bull on Facebook: http://win.gs/redbullfb

Red Bull on Twitter: http://win.gs/redbulltwitter

Subscribe to Red Bull on Youtube:
http://win.gs/SubToRedBullMusic";20141129;Red Bull BC One;303;971644;;137 - 1920x1080 (1080p);1920;1080;;3876.595;;none;;25;avc1.640028;mp4_dash;146612855;;http_dash_segments;youtube;;;;;;
27;Downloaded;20240324; #breakdance;hJb6sTLnY80;https://www.youtube.com/watch?v=hJb6sTLnY80;Menno vs Taisuke - FINAL BATTLE - Red Bull BC One World Final 2014 Paris;"Get more Red Bull BC One here: http://redbullbcone.com
Taisuke takes on Menno in the FINAL BATTLE of the Red Bull BC One World Finals in Paris.

Experience the world of Red Bull like you have never seen it before. Music, dance, and culture collide to form the Red Bull Music channel. 

Red Bull on Facebook: http://win.gs/redbullfb

Red Bull on Twitter: http://win.gs/redbulltwitter

Subscribe to Red Bull on Youtube:
http://win.gs/SubToRedBullMusic";20141129;Red Bull BC One;362;903697;;137 - 1920x1080 (1080p);1920;1080;;4051.495;;none;;25;avc1.640028;mp4_dash;183411186;;http_dash_segments;youtube;;;;;;
28;Downloaded;20240324; #breakdance;C6jYc9536Vs;https://www.youtube.com/watch?v=C6jYc9536Vs;Hong10 vs Victor - Battle 3 - Red Bull BC One World Final 2014 Paris;"Get more Red Bull BC One here: http://redbullbcone.com
Hong10 takes on Victor in the third round of the Red Bull BC One World Finals in Paris.

Experience the world of Red Bull like you have never seen it before. Music, dance, and culture collide to form the Red Bull Music channel. 

Red Bull on Facebook: http://win.gs/redbullfb

Red Bull on Twitter: http://win.gs/redbulltwitter

Subscribe to Red Bull on Youtube:
http://win.gs/SubToRedBullMusic";20141129;Red Bull BC One;230;291210;;137 - 1920x1080 (1080p);1920;1080;;4429.449;;none;;25;avc1.640028;mp4_dash;127080913;;http_dash_segments;youtube;;;;;;
29;Downloaded;20240324; #breakdance;Hh4aUb-WAns;https://www.youtube.com/watch?v=Hh4aUb-WAns;Taisuke vs Cheerito - Semi Final - Red Bull BC One World Final 2014 Paris;"► Watch the full replay of the BC One World Final 2016: http://win.gs/BCOneFinalsTaisuke takes on Cheerito in the Semi Final round of the Red Bull BC One World Finals in Paris.

Experience the world of Red Bull like you have never seen it before. Music, dance, and culture collide to form the Red Bull Music channel.

Red Bull on Facebook: http://win.gs/redbullfb

Red Bull on Twitter: http://win.gs/redbulltwitter

Subscribe to Red Bull on Youtube:
http://win.gs/SubToRedBullMusic";20141129;Red Bull BC One;308;813936;;137 - 1920x1080 (1080p);1920;1080;;4507.223;;none;;25;avc1.640028;mp4_dash;173302728;;http_dash_segments;youtube;;;;;;
30;Downloaded;20240324; #breakdance;-OFL9l7_y2g;https://www.youtube.com/watch?v=-OFL9l7_y2g;Menno vs Thesis - Battle 9 - Red Bull BC One World Final 2014 Paris;"Get more Red Bull BC One here: http://redbullbcone.com
Thesis takes on Menno in the ninth round of the Red Bull BC One World Finals in Paris.

Experience the world of Red Bull like you have never seen it before. Music, dance, and culture collide to form the Red Bull Music channel. 

Red Bull on Facebook: http://win.gs/redbullfb

Red Bull on Twitter: http://win.gs/redbulltwitter

Subscribe to Red Bull on Youtube:
http://win.gs/SubToRedBullMusic";20141129;Red Bull BC One;210;274272;;137 - 1920x1080 (1080p);1920;1080;;4336.466;;none;;25;avc1.640028;mp4_dash;113918981;;http_dash_segments;youtube;;;;;;
